Ruta consultada: /api/usuarios ; Método: POST ; Fecha: 2024-12-23T01:06:59.463Z ; Ruta sin credenciales
Ruta consultada: /api/auth/usuarios/1 ; Método: GET ; Fecha: 2025-02-10T01:38:00.334Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvQHRlc3QuY29tIiwiaWF0IjoxNzM5MTUwNDE2LCJleHAiOjE3MzkyMzY4MTZ9.OLp6o3dfhEkxox_ZsJoSWeL-U9BQtah-0kop1EH8mW2IDoA2iFlYhvroKLuvq1F2
Ruta consultada: /api/auth/usuarios/1 ; Método: GET ; Fecha: 2025-02-10T01:38:00.334Z ; Parametros Body :  {"email":"pablo@test.com","password":"123456","nombre":"Pablo","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"} 
Ruta: /api/auth/usuarios/1 ; Método: GET ; Fecha: 2025-02-10T01:38:00.338Z ; Respuesta: [{"email":"admin@example.com","nombre":"Admin","apellido":"User","direccion":"123 Admin St, Ciudad Ejemplo","telefono":"+1234567890"}]
Ruta consultada: /api/auth/usuarios/7 ; Método: GET ; Fecha: 2025-02-10T01:39:16.307Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvQHRlc3QuY29tIiwiaWF0IjoxNzM5MTUwNDE2LCJleHAiOjE3MzkyMzY4MTZ9.OLp6o3dfhEkxox_ZsJoSWeL-U9BQtah-0kop1EH8mW2IDoA2iFlYhvroKLuvq1F2
Ruta consultada: /api/auth/usuarios/7 ; Método: GET ; Fecha: 2025-02-10T01:39:16.307Z ; Parametros Body :  {"email":"pablo@test.com","password":"123456","nombre":"Pablo","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"} 
Ruta: /api/auth/usuarios/7 ; Método: GET ; Fecha: 2025-02-10T01:39:16.487Z ; Respuesta: [{"email":"pablo@test.com","nombre":"Pablo","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"}]
Ruta consultada: /api/auth/registro ; Método: POST ; Fecha: 2025-02-10T01:45:20.843Z ; Ruta sin credenciales
Ruta consultada: /api/auth/registro ; Método: POST ; Fecha: 2025-02-10T01:45:20.843Z ; Parametros Body :  {"email":"pablo2@test.com","password":"123456","nombre":"Pablo2","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"} 
Ruta: /api/auth/registro ; Método: POST ; Fecha: 2025-02-10T01:45:21.134Z ; Respuesta: {"id":"errorDelServidor","message":"Error del servidor","description":"Ha ocurrido un error al intentar realizar la operación solicitada"}
Ruta consultada: /api/auth/registro ; Método: POST ; Fecha: 2025-02-10T01:45:39.332Z ; Ruta sin credenciales
Ruta consultada: /api/auth/registro ; Método: POST ; Fecha: 2025-02-10T01:45:39.334Z ; Parametros Body :  {"email":"pablo2@test.com","password":"123456","nombre":"Pablo2","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"} 
Ruta: /api/auth/registro ; Método: POST ; Fecha: 2025-02-10T01:45:39.610Z ; Respuesta: {"id_usuario":8,"email":"pablo2@test.com","password":"$2a$10$zWUF0ivmvaWntG2IJ.fx2eRc9vF0Ld5K8IhoG3FVwJmnylOsHxTPW","nombre":"Pablo2","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890","rol":"cliente","imagen_perfil":null,"fecha_creacion":"2025-02-10T01:45:39.606Z"}
Ruta consultada: /api/auth/registro ; Método: POST ; Fecha: 2025-02-10T01:45:59.890Z ; Ruta sin credenciales
Ruta consultada: /api/auth/registro ; Método: POST ; Fecha: 2025-02-10T01:45:59.890Z ; Parametros Body :  {"email":"pablo3@test.com","password":"123456","nombre":"Pablo3","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"} 
Ruta: /api/auth/registro ; Método: POST ; Fecha: 2025-02-10T01:46:00.149Z ; Respuesta: {"id_usuario":9,"email":"pablo3@test.com","password":"$2a$10$zWUF0ivmvaWntG2IJ.fx2eRc9vF0Ld5K8IhoG3FVwJmnylOsHxTPW","nombre":"Pablo3","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890","rol":"cliente","imagen_perfil":null,"fecha_creacion":"2025-02-10T01:46:00.146Z"}
Ruta consultada: /api/auth/login ; Método: POST ; Fecha: 2025-02-10T01:49:04.046Z ; Ruta sin credenciales
Ruta consultada: /api/auth/login ; Método: POST ; Fecha: 2025-02-10T01:49:04.046Z ; Parametros Body :  {"email":"pablo3@test.com","password":"123456","nombre":"Pablo3","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"} 
Ruta: /api/auth/login ; Método: POST ; Fecha: 2025-02-10T01:49:04.313Z ; Respuesta: {"token":"eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u","email":"pablo3@test.com","nombre":"Pablo3","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"}
Ruta consultada: /api/auth/login ; Método: POST ; Fecha: 2025-02-10T01:49:25.918Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u
Ruta consultada: /api/auth/login ; Método: POST ; Fecha: 2025-02-10T01:49:25.918Z ; Parametros Body :  {"email":"pablo3@test.com","password":"123456","nombre":"Pablo3","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"} 
Ruta: /api/auth/login ; Método: POST ; Fecha: 2025-02-10T01:49:26.083Z ; Respuesta: {"token":"eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE2NiwiZXhwIjoxNzM5MjM4NTY2fQ.YI0f6JcL0MDEVeIuckelLUmwZ4-Fgx5mPV1xSgjbEKmfaIhepuLSqJ7rOBRKjFru","email":"pablo3@test.com","nombre":"Pablo3","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"}
Ruta consultada: /api/auth/usuarios/1 ; Método: GET ; Fecha: 2025-02-10T01:49:48.092Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u
Ruta consultada: /api/auth/usuarios/1 ; Método: GET ; Fecha: 2025-02-10T01:49:48.092Z ; Parametros Body :  {"email":"pablo3@test.com","password":"123456","nombre":"Pablo3","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"} 
Ruta: /api/auth/usuarios/1 ; Método: GET ; Fecha: 2025-02-10T01:49:48.174Z ; Respuesta: [{"email":"admin@example.com","nombre":"Admin","apellido":"User","direccion":"123 Admin St, Ciudad Ejemplo","telefono":"+1234567890"}]
Ruta consultada: /api/auth/usuarios/2 ; Método: GET ; Fecha: 2025-02-10T01:49:53.020Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u
Ruta consultada: /api/auth/usuarios/2 ; Método: GET ; Fecha: 2025-02-10T01:49:53.020Z ; Parametros Body :  {"email":"pablo3@test.com","password":"123456","nombre":"Pablo3","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"} 
Ruta: /api/auth/usuarios/2 ; Método: GET ; Fecha: 2025-02-10T01:49:53.025Z ; Respuesta: [{"email":"cliente1@example.com","nombre":"Juan","apellido":"P‚rez","direccion":"456 Cliente Ln, Ciudad Ejemplo","telefono":"+9876543210"}]
Ruta consultada: /api/auth/usuarios/3 ; Método: GET ; Fecha: 2025-02-10T01:49:59.450Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u
Ruta consultada: /api/auth/usuarios/3 ; Método: GET ; Fecha: 2025-02-10T01:49:59.450Z ; Parametros Body :  {"email":"pablo3@test.com","password":"123456","nombre":"Pablo3","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"} 
Ruta: /api/auth/usuarios/3 ; Método: GET ; Fecha: 2025-02-10T01:49:59.456Z ; Respuesta: [{"email":"cliente2@example.com","nombre":"Ana","apellido":"Mart¡nez","direccion":"789 Calle Ejemplo, Ciudad Ejemplo","telefono":"+1122334455"}]
Ruta consultada: /api/auth/usuarios/4 ; Método: GET ; Fecha: 2025-02-10T01:50:04.225Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u
Ruta consultada: /api/auth/usuarios/4 ; Método: GET ; Fecha: 2025-02-10T01:50:04.225Z ; Parametros Body :  {"email":"pablo3@test.com","password":"123456","nombre":"Pablo3","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"} 
Ruta: /api/auth/usuarios/4 ; Método: GET ; Fecha: 2025-02-10T01:50:04.231Z ; Respuesta: [{"email":"cliente3@example.com","nombre":"Luis","apellido":"G¢mez","direccion":"101 Cliente Rd, Ciudad Ejemplo","telefono":"+5566778899"}]
Ruta consultada: /api/auth/usuarios/5 ; Método: GET ; Fecha: 2025-02-10T01:50:08.654Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u
Ruta consultada: /api/auth/usuarios/5 ; Método: GET ; Fecha: 2025-02-10T01:50:08.654Z ; Parametros Body :  {"email":"pablo3@test.com","password":"123456","nombre":"Pablo3","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"} 
Ruta: /api/auth/usuarios/5 ; Método: GET ; Fecha: 2025-02-10T01:50:08.660Z ; Respuesta: [{"email":"cliente4@example.com","nombre":"Mar¡a","apellido":"L¢pez","direccion":"202 Avenida Planta, Ciudad Ejemplo","telefono":"+4455667788"}]
Ruta consultada: /api/auth/usuarios/6 ; Método: GET ; Fecha: 2025-02-10T01:50:13.276Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u
Ruta consultada: /api/auth/usuarios/6 ; Método: GET ; Fecha: 2025-02-10T01:50:13.276Z ; Parametros Body :  {"email":"pablo3@test.com","password":"123456","nombre":"Pablo3","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"} 
Ruta: /api/auth/usuarios/6 ; Método: GET ; Fecha: 2025-02-10T01:50:13.282Z ; Respuesta: {"error":"Usuario no encontrado"}
Ruta consultada: /api/auth/usuarios/7 ; Método: GET ; Fecha: 2025-02-10T01:50:16.702Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u
Ruta consultada: /api/auth/usuarios/7 ; Método: GET ; Fecha: 2025-02-10T01:50:16.702Z ; Parametros Body :  {"email":"pablo3@test.com","password":"123456","nombre":"Pablo3","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"} 
Ruta: /api/auth/usuarios/7 ; Método: GET ; Fecha: 2025-02-10T01:50:16.708Z ; Respuesta: [{"email":"pablo@test.com","nombre":"Pablo","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"}]
Ruta consultada: /api/auth/usuarios/8 ; Método: GET ; Fecha: 2025-02-10T01:50:20.847Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u
Ruta consultada: /api/auth/usuarios/8 ; Método: GET ; Fecha: 2025-02-10T01:50:20.847Z ; Parametros Body :  {"email":"pablo3@test.com","password":"123456","nombre":"Pablo3","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"} 
Ruta: /api/auth/usuarios/8 ; Método: GET ; Fecha: 2025-02-10T01:50:20.855Z ; Respuesta: [{"email":"pablo2@test.com","nombre":"Pablo2","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"}]
Ruta consultada: /api/auth/usuarios/9 ; Método: GET ; Fecha: 2025-02-10T01:50:25.294Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u
Ruta consultada: /api/auth/usuarios/9 ; Método: GET ; Fecha: 2025-02-10T01:50:25.294Z ; Parametros Body :  {"email":"pablo3@test.com","password":"123456","nombre":"Pablo3","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"} 
Ruta: /api/auth/usuarios/9 ; Método: GET ; Fecha: 2025-02-10T01:50:25.302Z ; Respuesta: [{"email":"pablo3@test.com","nombre":"Pablo3","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"}]
Ruta: /api/auth/usuarios/9 ; Método: GET ; Fecha: 2025-02-10T01:50:30.206Z ; Respuesta: {"error":"Token inválido"}
Ruta consultada: /api/auth/usuarios/9 ; Método: GET ; Fecha: 2025-02-10T01:50:30.202Z ; Ruta sin credenciales
Ruta consultada: /api/auth/usuarios/9 ; Método: GET ; Fecha: 2025-02-10T01:50:30.202Z ; Parametros Body :  {"email":"pablo3@test.com","password":"123456","nombre":"Pablo3","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"} 
Ruta consultada: /api/auth/usuarios/9 ; Método: GET ; Fecha: 2025-02-10T01:50:42.703Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u
Ruta consultada: /api/auth/usuarios/9 ; Método: GET ; Fecha: 2025-02-10T01:50:42.703Z ; Parametros Body :  {"email":"pablo3@test.com","password":"123456","nombre":"Pablo3","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"} 
Ruta: /api/auth/usuarios/9 ; Método: GET ; Fecha: 2025-02-10T01:50:42.824Z ; Respuesta: [{"email":"pablo3@test.com","nombre":"Pablo3","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"}]
Ruta consultada: /api/auth/usuarios/9 ; Método: GET ; Fecha: 2025-02-10T01:54:02.521Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u
Ruta consultada: /api/auth/usuarios/9 ; Método: GET ; Fecha: 2025-02-10T01:54:02.523Z ; Parametros Body :  {"email":"pablo3@test.com","password":"123456","nombre":"Pablo3","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"} 
Ruta: /api/auth/usuarios/9 ; Método: GET ; Fecha: 2025-02-10T01:54:02.657Z ; Respuesta: [{"email":"pablo3@test.com","nombre":"Pablo3","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"}]
Ruta consultada: /api/auth/usuarios/9 ; Método: GET ; Fecha: 2025-02-10T01:54:06.299Z ; Ruta sin credenciales
Ruta consultada: /api/auth/usuarios/9 ; Método: GET ; Fecha: 2025-02-10T01:54:06.299Z ; Parametros Body :  {"email":"pablo3@test.com","password":"123456","nombre":"Pablo3","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"} 
Ruta: /api/auth/usuarios/9 ; Método: GET ; Fecha: 2025-02-10T01:54:06.303Z ; Respuesta: {"error":"Token inválido"}
Ruta consultada: /api/auth/usuarios/9 ; Método: GET ; Fecha: 2025-02-10T01:54:09.336Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u
Ruta consultada: /api/auth/usuarios/9 ; Método: GET ; Fecha: 2025-02-10T01:54:09.336Z ; Parametros Body :  {"email":"pablo3@test.com","password":"123456","nombre":"Pablo3","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"} 
Ruta: /api/auth/usuarios/9 ; Método: GET ; Fecha: 2025-02-10T01:54:09.346Z ; Respuesta: [{"email":"pablo3@test.com","nombre":"Pablo3","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"}]
Ruta consultada: /api/auth/usuarios/ ; Método: GET ; Fecha: 2025-02-10T01:54:11.985Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u
Ruta consultada: /api/auth/usuarios/ ; Método: GET ; Fecha: 2025-02-10T01:54:11.985Z ; Parametros Body :  {"email":"pablo3@test.com","password":"123456","nombre":"Pablo3","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"} 
Ruta: /api/auth/usuarios/ ; Método: GET ; Fecha: 2025-02-10T01:54:12.014Z ; Respuesta: {"id":"errorDelServidor","message":"Error del servidor","description":"Ha ocurrido un error al intentar realizar la operación solicitada"}
Ruta consultada: /api/auth/usuarios/ ; Método: GET ; Fecha: 2025-02-10T01:55:25.958Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u
Ruta consultada: /api/auth/usuarios/ ; Método: GET ; Fecha: 2025-02-10T01:55:25.960Z ; Parametros Body :  {"email":"pablo3@test.com","password":"123456","nombre":"Pablo3","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"} 
Ruta: /api/auth/usuarios/ ; Método: GET ; Fecha: 2025-02-10T01:55:26.098Z ; Respuesta: [{"id_usuario":1,"email":"admin@example.com","password":"hashed_password_admin","nombre":"Admin","apellido":"User","direccion":"123 Admin St, Ciudad Ejemplo","telefono":"+1234567890","rol":"admin","imagen_perfil":"https://example.com/admin-profile.jpg","fecha_creacion":"2025-01-28T15:00:00.000Z"},{"id_usuario":2,"email":"cliente1@example.com","password":"hashed_password_cliente1","nombre":"Juan","apellido":"P‚rez","direccion":"456 Cliente Ln, Ciudad Ejemplo","telefono":"+9876543210","rol":"cliente","imagen_perfil":"https://example.com/juan-profile.jpg","fecha_creacion":"2025-01-28T15:01:00.000Z"},{"id_usuario":3,"email":"cliente2@example.com","password":"hashed_password_cliente2","nombre":"Ana","apellido":"Mart¡nez","direccion":"789 Calle Ejemplo, Ciudad Ejemplo","telefono":"+1122334455","rol":"cliente","imagen_perfil":"https://example.com/ana-profile.jpg","fecha_creacion":"2025-01-28T15:02:00.000Z"},{"id_usuario":4,"email":"cliente3@example.com","password":"hashed_password_cliente3","nombre":"Luis","apellido":"G¢mez","direccion":"101 Cliente Rd, Ciudad Ejemplo","telefono":"+5566778899","rol":"cliente","imagen_perfil":"https://example.com/luis-profile.jpg","fecha_creacion":"2025-01-28T15:03:00.000Z"},{"id_usuario":5,"email":"cliente4@example.com","password":"hashed_password_cliente4","nombre":"Mar¡a","apellido":"L¢pez","direccion":"202 Avenida Planta, Ciudad Ejemplo","telefono":"+4455667788","rol":"cliente","imagen_perfil":"https://example.com/maria-profile.jpg","fecha_creacion":"2025-01-28T15:04:00.000Z"},{"id_usuario":7,"email":"pablo@test.com","password":"$2a$10$swL7NLC2TRkpdIYWEva5oO.0lW1NukdwYjjFDAV0C7PdcPFrWmuhO","nombre":"Pablo","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890","rol":"cliente","imagen_perfil":null,"fecha_creacion":"2025-02-10T01:19:57.974Z"},{"id_usuario":8,"email":"pablo2@test.com","password":"$2a$10$zWUF0ivmvaWntG2IJ.fx2eRc9vF0Ld5K8IhoG3FVwJmnylOsHxTPW","nombre":"Pablo2","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890","rol":"cliente","imagen_perfil":null,"fecha_creacion":"2025-02-10T01:45:39.606Z"},{"id_usuario":9,"email":"pablo3@test.com","password":"$2a$10$zWUF0ivmvaWntG2IJ.fx2eRc9vF0Ld5K8IhoG3FVwJmnylOsHxTPW","nombre":"Pablo3","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890","rol":"cliente","imagen_perfil":null,"fecha_creacion":"2025-02-10T01:46:00.146Z"}]
Ruta consultada: /api/auth/usuarios/ ; Método: GET ; Fecha: 2025-02-10T01:55:36.864Z ; Ruta sin credenciales
Ruta consultada: /api/auth/usuarios/ ; Método: GET ; Fecha: 2025-02-10T01:55:36.864Z ; Parametros Body :  {"email":"pablo3@test.com","password":"123456","nombre":"Pablo3","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"} 
Ruta: /api/auth/usuarios/ ; Método: GET ; Fecha: 2025-02-10T01:55:36.868Z ; Respuesta: {"error":"Token inválido"}
Ruta consultada: /api/auth/usuarios/ ; Método: GET ; Fecha: 2025-02-10T01:55:39.691Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u
Ruta consultada: /api/auth/usuarios/ ; Método: GET ; Fecha: 2025-02-10T01:55:39.691Z ; Parametros Body :  {"email":"pablo3@test.com","password":"123456","nombre":"Pablo3","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"} 
